Observation #,Easting,Northing,GPS #,Waypoint,Photo,Camera,Cover Class,Incline,Family,Identify Plant,Match Found?,Match Status?,genus,species,LAT,LONG,Number,Number Total (vascular),Number Unique,Plant Description,Abstract,Team,Correct ID,Notes,QC
"MJV8-16-BIO-VT-6,2-4C",609299.06 m E,3899863.40 m N,4,42,,L. Yang,Gravel,N/A,Boraginaceae,Pectocarya penicillata,Yes,Keep,Pectocarya,penicillata,"35° 14' 9.186""","-115° 47' 55.666""",2,23,4,Hairy leaved comb bur,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4C",609299.06 m E,3899863.40 m N,4,42,,L. Yang,Gravel,N/A,Asteraceae,Monoptilon bellioides,Yes,Keep,Monoptilon,bellioides,"35° 14' 9.186""","-115° 47' 55.666""",10,23,4,Mojave desert star,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4D",609295.49 m E,3899858.14 m N,4,44,,L. Yang,Gravel,N/A,Chenopodiaceae,Grayia spinosa,Yes,Keep,Grayia,spinosa,"35° 14' 9.017""","-115° 47' 55.809""",1,19,4,Desert hopsage,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4D",609295.49 m E,3899858.14 m N,4,44,,L. Yang,Gravel,N/A,Boraginaceae,Cryptantha angustifolia,Yes,Keep,Cryptantha,angustifolia,"35° 14' 9.017""","-115° 47' 55.809""",1,19,4,Forget me not,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4D",609295.49 m E,3899858.14 m N,4,44,,L. Yang,Gravel,N/A,Plantaginaceae,Plantago ovata,Yes,Keep,Plantago,ovata,"35° 14' 9.017""","-115° 47' 55.809""",5,19,4,Desert plantain,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4E",609299.53 m E,3899854.75 m N,4,46,,L. Yang,Live Plant,N/A,Plantaginaceae,Plantago ovata,Yes,Keep,Plantago,ovata,"35° 14' 8.905""","-115° 47' 55.651""",5,28,4,Desert plantain,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4E",609299.53 m E,3899854.75 m N,4,46,,L. Yang,Live Plant,N/A,Asteraceae,Stylocline micropoides,Yes,Keep,Stylocline,micropoides,"35° 14' 8.905""","-115° 47' 55.651""",2,28,4,Desert Nest Straw,,Yang/Bedard,N,,
"MJV8-16-BIO-VT-6,2-4E",609299.53 m E,3899854.75 m N,4,46,,L. Yang,Live Plant,N/A,Asteraceae,Baccharis salicina,Yes,Keep,Baccharis,salicina,"35° 14' 8.905""","-115° 47' 55.651""",1,28,4,Mulefat,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4F",609302.23 m E,3899849.68 m N,4,47,,L. Yang,Live Plant,N/A,Boraginaceae,Cryptantha angustifolia,Yes,Keep,Cryptantha,angustifolia,"35° 14' 8.739""","-115° 47' 55.547""",1,31,6,Forget me not,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4F",609302.23 m E,3899849.68 m N,4,47,,L. Yang,Live Plant,N/A,Plantaginaceae,Plantago ovata,Yes,Keep,Plantago,ovata,"35° 14' 8.739""","-115° 47' 55.547""",6,31,6,Desert plantain,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4F",609302.23 m E,3899849.68 m N,4,47,,L. Yang,Live Plant,N/A,Asteraceae,Stylocline micropoides,Yes,Keep,Stylocline,micropoides,"35° 14' 8.739""","-115° 47' 55.547""",1,31,6,Desert Nest Straw,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4F",609302.23 m E,3899849.68 m N,4,47,,L. Yang,Live Plant,N/A,Asteraceae,Ambrosia dumosa,Yes,Keep,Ambrosia,dumosa,"35° 14' 8.739""","-115° 47' 55.547""",2,31,6,White bursage,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4F",609302.23 m E,3899849.68 m N,4,47,,L. Yang,Live Plant,N/A,Cactaceae,Cylindropuntia ramosissima,Yes,Keep,Cylindropuntia,ramosissima,"35° 14' 8.739""","-115° 47' 55.547""",1,31,6,Pencil cholla,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4G",609295.84 m E,3899836.63 m N,4,50,1251,L. Yang,Rock,N/A,Onagraceae,Eremothera boothii,Yes,Keep,Eremothera,boothii,"35° 14' 8.318""","-115° 47' 55.806""",1,21,7,Primrose,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4G",609295.84 m E,3899836.63 m N,4,50,,L. Yang,Rock,N/A,Plantaginaceae,Plantago ovata,Yes,Keep,Plantago,ovata,"35° 14' 8.318""","-115° 47' 55.806""",1,21,7,Desert plantain,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4G",609295.84 m E,3899836.63 m N,4,50,,L. Yang,Rock,N/A,Asteraceae,Stylocline micropoides,Yes,Keep,Stylocline,micropoides,"35° 14' 8.318""","-115° 47' 55.806""",2,21,7,Desert Nest Straw,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4G",609295.84 m E,3899836.63 m N,4,50,,L. Yang,Rock,N/A,Asteraceae,Monoptilon bellioides,Yes,Keep,Monoptilon,bellioides,"35° 14' 8.318""","-115° 47' 55.806""",1,21,7,Mojave desert star,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4H",609302.39 m E,3899836.71 m N,4,51,,L. Yang,Gravel/Basalt,N/A,Fabaceae,Astragalus mohavensis,Yes,Keep,Astragalus,mohavensis,"35° 14' 8.318""","-115° 47' 55.547""",1,8,2,milkvetch,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4H",609302.39 m E,3899836.71 m N,4,51,,L. Yang,Gravel/Basalt,N/A,Polygonaceae,Eriogonum inflatum,Yes,Keep,Eriogonum,Inflatum,"35° 14' 8.318""","-115° 47' 55.547""",1,8,2,Desert trumpet,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4H",609302.39 m E,3899836.71 m N,4,51,,L. Yang,Gravel/Basalt,N/A,Plantaginaceae,Plantago ovata,Yes,Keep,Plantago,ovata,"35° 14' 8.318""","-115° 47' 55.547""",2,8,2,Desert plantain,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4I",609303.88 m E,3899826.52 m N,4,52,,L. Yang,Basalt,N/A,Asteraceae,Monoptilon bellioides,Yes,Keep,Monoptilon,bellioides,"35° 14' 7.987""","-115° 47' 55.493""",2,26,6,Mohave desert star,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4I",609303.88 m E,3899826.52 m N,4,52,,L. Yang,Basalt,N/A,Plantaginaceae,Plantago ovata,Yes,Keep,Plantago,ovata,"35° 14' 7.987""","-115° 47' 55.493""",1,26,6,Desert plantain,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4I",609303.88 m E,3899826.52 m N,4,52,,L. Yang,Basalt,N/A,Asteraceae,Stylocline micropoides,Yes,Keep,Stylocline,micropoides,"35° 14' 7.987""","-115° 47' 55.493""",1,26,6,Desert Nest Straw,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4I",609303.88 m E,3899826.52 m N,4,52,,L. Yang,Basalt,N/A,Cactaceae,Ferocactus cylindraceus,Yes,Keep,Ferocactus,cylindraceus,"35° 14' 7.987""","-115° 47' 55.493""",1,26,6,Barrel Cactus,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4J",609300.06 m E,3899810.72 m N,4,54,,L. Yang,Live Plant,N/A,Solanaceae,Lycium andersonii,Yes,Keep,Lycium,andersonii,"35° 14' 7.476""","-115° 47' 55.651""",1,54,4,small succulent leaves,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4J",609300.06 m E,3899810.72 m N,4,54,,L. Yang,Live Plant,N/A,Malvaceae,Sphaeralcea ambigua,Yes,Keep,Sphaeralcea,ambigua,"35° 14' 7.476""","-115° 47' 55.651""",1,54,4,Globe mallow,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4J",609300.06 m E,3899810.72 m N,4,54,,L. Yang,Live Plant,N/A,Ephedraceae,Ephedra viridis,Yes,Keep,Ephedra,viridis,"35° 14' 7.476""","-115° 47' 55.651""",1,54,4,Mormon tea,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-4J",609300.06 m E,3899810.72 m N,4,54,,L. Yang,Live Plant,N/A,Asteraceae,Baccharis salicina,Yes,Keep,Baccharis,salicina,"35° 14' 7.476""","-115° 47' 55.651""",1,54,4,Mulefat,,Yang/Bedard,Y,,SM
"MJV8-16-BIO-VT-6,2-A",609276.04 m E,3899863.12 m N,4,15,68,Brian Rivas,Gravel/Sand,N/A,Brassicaceae,Lepidium densiflorum,Yes,Keep,Lepidium,densiflorum,"35° 14' 9.186""","-115° 47' 56.576""",,,,Common Pepperweeed,Very small,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-A",609276.04 m E,3899863.12 m N,4,15,67,Brian Rivas,Gravel/Sand,N/A,Boraginaceae,Pectocarya penicillata,Yes,Keep,Pectocarya,penicillata,"35° 14' 9.186""","-115° 47' 56.576""",,,,Hairy leaved comb bur,some white flowers,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-B",609273.61 m E,3899868.31 m N,4,16,69,Brian Rivas,Gravel/Sand,N/A,Asteraceae,Ambrosia dumosa,Yes,Keep,Ambrosia,dumosa,"35° 14' 9.355""","-115° 47' 56.670""",,,,White bursage,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-B",609273.61 m E,3899868.31 m N,4,16,69,Brian Rivas,Gravel/Sand,N/A,Cactaceae,Opuntia basilaris,Yes,Keep,Opuntia,basilaris,"35° 14' 9.355""","-115° 47' 56.670""",,,,Beavertail cactus,budded,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-B",609273.61 m E,3899868.31 m N,4,16,69,Brian Rivas,Gravel/Sand,N/A,Boraginaceae,Pectocarya penicillata,Yes,Keep,Pectocarya,penicillata,"35° 14' 9.355""","-115° 47' 56.670""",,,,Hairy leaved comb bur,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-B",609273.61 m E,3899868.31 m N,4,16,69,Brian Rivas,Gravel/Sand,N/A,Brassicaceae,Lepidium densiflorum,Yes,Keep,Lepidium,densiflorum,"35° 14' 9.355""","-115° 47' 56.670""",,,,Common Pepperweeed,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-C",609275.48 m E,3899873.69 m N,4,NA,70,Brian Rivas,Gravel/Sand,N/A,Boraginaceae,Pectocarya penicillata,Yes,Keep,Pectocarya,penicillata,"35° 14' 9.529""","-115° 47' 56.594""",,,,Hairy leaved comb bur,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-C",609275.48 m E,3899873.69 m N,4,NA,71,Brian Rivas,Gravel/Sand,N/A,Brassicaceae,Lepidium densiflorum,Yes,Keep,Lepidium,densiflorum,"35° 14' 9.529""","-115° 47' 56.594""",,,,Common Pepperweeed,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-C",609275.48 m E,3899873.69 m N,4,NA,70,Brian Rivas,Gravel/Sand,N/A,Boraginaceae,Cryptantha angustifolia,Yes,Keep,Cryptantha,angustifolia,"35° 14' 9.529""","-115° 47' 56.594""",,,,Forget me not,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-C",609275.48 m E,3899873.69 m N,4,NA,70,Brian Rivas,Gravel/Sand,N/A,Asteraceae,Ambrosia dumosa,Yes,Keep,Ambrosia,dumosa,"35° 14' 9.529""","-115° 47' 56.594""",,,,White bursage,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-C",609275.48 m E,3899873.69 m N,4,NA,70,Brian Rivas,Gravel/Sand,N/A,Geraniaceae,Erodium cicutarium,Yes,Keep,Erodium,cicutarium,"35° 14' 9.529""","-115° 47' 56.594""",,,,Pinweed,Invasive,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-D",609277.57 m E,3899879.89 m N,4,17,74,Brian Rivas,Gravel ,N/A,Polemoniaceae,Langloisia setosissima,Yes,Keep,Langloisia,setosissima,"35° 14' 9.730""","-115° 47' 56.508""",,,,Lilac sunbonnet,not blooming,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-D",609277.57 m E,3899879.89 m N,4,17,73,Brian Rivas,Gravel ,N/A,Boraginaceae,Cryptantha angustifolia,Yes,Keep,Cryptantha,angustifolia,"35° 14' 9.730""","-115° 47' 56.508""",,,,Forget me not,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-D",609277.57 m E,3899879.89 m N,4,17,73,Brian Rivas,Gravel ,N/A,Geraniaceae,Erodium cicutarium,Yes,Keep,Erodium,cicutarium,"35° 14' 9.730""","-115° 47' 56.508""",,,,Pinweed,Invasive,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-D",609277.57 m E,3899879.89 m N,4,17,73,Brian Rivas,Gravel ,N/A,Boraginaceae,Pectocarya penicillata,Yes,Keep,Pectocarya,penicillata,"35° 14' 9.730""","-115° 47' 56.508""",,,,Hairy leaved comb bur,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-D",609277.57 m E,3899879.89 m N,4,17,73,Brian Rivas,Gravel ,N/A,Asteraceae,Stylocline micropoides,Yes,Keep,Stylocline,micropoides,"35° 14' 9.730""","-115° 47' 56.508""",,,,Desert Nest Straw,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-E",609275.14 m E,3899884.96 m N,4,19,75,Brian Rivas,Gravel,N/A,Asteraceae,Monoptilon bellioides,Yes,Keep,Monoptilon,bellioides,"35° 14' 9.895""","-115° 47' 56.602""",,,,Mojave Desert Star,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-E",609275.14 m E,3899884.96 m N,4,19,75,Brian Rivas,Gravel,N/A,Geraniaceae,Erodium cicutarium,Yes,Keep,Erodium,cicutarium,"35° 14' 9.895""","-115° 47' 56.602""",,,,Pinweed,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-E",609275.14 m E,3899884.96 m N,4,19,75,Brian Rivas,Gravel,N/A,Asteraceae,Stylocline micropoides,Yes,Keep,Stylocline,micropoides,"35° 14' 9.895""","-115° 47' 56.602""",,,,Desert Nest Straw,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-E",609275.14 m E,3899884.96 m N,4,19,75,Brian Rivas,Gravel,N/A,Boraginaceae,Cryptantha angustifolia,Yes,Keep,Cryptantha,angustifolia,"35° 14' 9.895""","-115° 47' 56.602""",,,,Forget me not,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-F",609275.53 m E,3899889.96 m N,4,22,76,Brian Rivas,Gravel,N/A,Plantaginaceae,Plantago ovata,Yes,Keep,Plantago,ovata,"35° 14' 10.057""","-115° 47' 56.584""",,,,Desert Plantain,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-F",609275.53 m E,3899889.96 m N,4,22,76,Brian Rivas,Gravel,N/A,Boraginaceae,Cryptantha angustifolia,Yes,Keep,Cryptantha,angustifolia,"35° 14' 10.057""","-115° 47' 56.584""",,,,Forget me not,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-F",609275.53 m E,3899889.96 m N,4,22,77,Brian Rivas,Gravel,N/A,Fabaceae,Lupinus concinnus,Yes,Keep,Lupinus,concinnus,"35° 14' 10.057""","-115° 47' 56.584""",,,,Bajada Lupine,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-F",609275.53 m E,3899889.96 m N,4,22,76,Brian Rivas,Gravel,N/A,Geraniaceae,Erodium cicutarium,Yes,Keep,Erodium,cicutarium,"35° 14' 10.057""","-115° 47' 56.584""",,,,Pinweed,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-F",609275.53 m E,3899889.96 m N,4,22,76,Brian Rivas,Gravel,N/A,Asteraceae,Stylocline micropoides,Yes,Keep,Stylocline,micropoides,"35° 14' 10.057""","-115° 47' 56.584""",,,,Desert Nest Straw,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-G",609275.83 m E,3899858.35 m N,4,24,78,Brian Rivas,Basalt,N/A,Boraginaceae,Cryptantha angustifolia,Yes,Keep,Cryptantha,angustifolia,"35° 14' 9.031""","-115° 47' 56.587""",,,,Forget me not,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-G",609275.83 m E,3899858.35 m N,4,24,78,Brian Rivas,Basalt,N/A,Asteraceae,Monoptilon bellioides,Yes,Keep,Monoptilon,bellioides,"35° 14' 9.031""","-115° 47' 56.587""",,,,Mojave Desert Star,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-G",609275.83 m E,3899858.35 m N,4,24,78,Brian Rivas,Basalt,N/A,Brassicaceae,Lepidium densiflorum,Yes,Keep,Lepidium,densiflorum,"35° 14' 9.031""","-115° 47' 56.587""",,,,Common Pepperweeed,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-G",609275.83 m E,3899858.35 m N,4,24,78,Brian Rivas,Basalt,N/A,Asteraceae,Baccharis salicina,Yes,Keep,Baccharis,salicina,"35° 14' 9.031""","-115° 47' 56.587""",,,,Mulefat,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-G",609275.83 m E,3899858.35 m N,4,24,81,Brian Rivas,Basalt,N/A,Cactaceae,Echinocereus engelmannii,Yes,Keep,Echinocereus,engelmannii,"35° 14' 9.031""","-115° 47' 56.587""",,,,Hedgehog Cactus,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-H",609280.08 m E,3899852.85 m N,4,21,81,Brian Rivas,Gravel,N/A,Cactaceae,Cylindropuntia acanthocarpa,Yes,Keep,Cylindropuntia,acanthocarpa,"35° 14' 8.851""","-115° 47' 56.422""",,,,Buckhorn Cholla,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-H",609280.08 m E,3899852.85 m N,4,21,81,Brian Rivas,Gravel,N/A,Geraniaceae,Erodium cicutarium,Yes,Keep,Erodium,cicutarium,"35° 14' 8.851""","-115° 47' 56.422""",,,,Pinweed,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-H",609280.08 m E,3899852.85 m N,4,21,81,Brian Rivas,Gravel,N/A,Boraginaceae,Cryptantha angustifolia,Yes,Keep,Cryptantha,angustifolia,"35° 14' 8.851""","-115° 47' 56.422""",,,,Forget me not,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-H",609280.08 m E,3899852.85 m N,4,21,81,Brian Rivas,Gravel,N/A,Brassicaceae,Lepidium densiflorum,Yes,Keep,Lepidium,densiflorum,"35° 14' 8.851""","-115° 47' 56.422""",,,,Common Pepperweeed,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-H",609280.08 m E,3899852.85 m N,4,21,81,Brian Rivas,Gravel,N/A,Asteraceae,Ambrosia dumosa,Yes,Keep,Ambrosia,dumosa,"35° 14' 8.851""","-115° 47' 56.422""",,,,White bursage,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-H",609280.08 m E,3899852.85 m N,4,21,81,Brian Rivas,Gravel,N/A,Asteraceae,Baccharis salicina,Yes,Keep,Baccharis,salicina,"35° 14' 8.851""","-115° 47' 56.422""",,,,Mulefat,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-I",609280.03 m E,3899849.42 m N,4,26,82,Brian Rivas,Basalt,N/A,Solanaceae,Lycium andersonii,Yes,Keep,Lycium,andersonii,"35° 14' 8.740""","-115° 47' 56.425""",,,,Thorn Bush,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-I",609280.03 m E,3899849.42 m N,4,26,82,Brian Rivas,Basalt,N/A,Boraginaceae,Cryptantha angustifolia,Yes,Keep,Cryptantha,angustifolia,"35° 14' 8.740""","-115° 47' 56.425""",,,,Forget me not,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-I",609280.03 m E,3899849.42 m N,4,26,82,Brian Rivas,Basalt,N/A,Asteraceae,Ambrosia dumosa,Yes,Keep,Ambrosia,dumosa,"35° 14' 8.740""","-115° 47' 56.425""",,,,White bursage,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-I",609280.03 m E,3899849.42 m N,4,26,82,Brian Rivas,Basalt,N/A,Geraniaceae,Erodium cicutarium,Yes,Keep,Erodium,cicutarium,"35° 14' 8.740""","-115° 47' 56.425""",,,,Pinweed,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-I",609280.03 m E,3899849.42 m N,4,26,82,Brian Rivas,Basalt,N/A,Asteraceae,Baccharis salicina,Yes,Keep,Baccharis,salicina,"35° 14' 8.740""","-115° 47' 56.425""",,,,Common Pepperweeed,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-J",609277.37 m E,3899843.50 m N,4,27,83,Brian Rivas,Live Plant,N/A,Geraniaceae,Erodium cicutarium,Yes,Keep,Erodium,cicutarium,"35° 14' 8.549""","-115° 47' 56.533""",,,,Pinweed,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-J",609277.37 m E,3899843.50 m N,4,27,83,Brian Rivas,Live Plant,N/A,Solanaceae,Lycium andersonii,Yes,Keep,Lycium,andersonii,"35° 14' 8.549""","-115° 47' 56.533""",,,,Thorn Bush,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-J",609277.37 m E,3899843.50 m N,4,27,83,Brian Rivas,Live Plant,N/A,Boraginaceae,Cryptantha angustifolia,Yes,Keep,Cryptantha,angustifolia,"35° 14' 8.549""","-115° 47' 56.533""",,,,Forget Me Not,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-3A",609287.57 m E,3899858.27 m N,4,31,84,Brian Rivas,Granitic Gravel,N/A,Asteraceae,Stylocline micropoides,Yes,Keep,Stylocline,micropoides,"35° 14' 9.024""","-115° 47' 56.123""",,,,Desert Nest Straw,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-3A",609287.57 m E,3899858.27 m N,4,31,84,Brian Rivas,Granitic Gravel,N/A,Plantaginaceae,Plantago ovata,Yes,Keep,Plantago,ovata,"35° 14' 9.024""","-115° 47' 56.123""",,,,Desert Plantain,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-3A",609287.57 m E,3899858.27 m N,4,31,84,Brian Rivas,Granitic Gravel,N/A,Boraginaceae,Cryptantha angustifolia,Yes,Keep,Cryptantha,angustifolia,"35° 14' 9.024""","-115° 47' 56.123""",,,,Forget me not,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-3A",609287.57 m E,3899858.27 m N,4,31,84,Brian Rivas,Granitic Gravel,N/A,Solanaceae,Lycium andersonii,Yes,Keep,Lycium,andersonii,"35° 14' 9.024""","-115° 47' 56.123""",,,,Thorn Bush,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-3B",609286.71 m E,3899854.27 m N,4,32,85,Brian Rivas,Gravel,N/A,Plantaginaceae,Plantago ovata,Yes,Keep,Plantago,ovata,"35° 14' 8.895""","-115° 47' 56.159""",,,,Desert Plantain,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-3C",609286.29 m E,3899850.60 m N,4,35,86,Brian Rivas,Sand,N/A,Asteraceae,Encelia farinosa,Yes,Keep,Encelia,farinosa,"35° 14' 8.776""","-115° 47' 56.177""",,,,Brittlebush,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-3C",609286.29 m E,3899850.60 m N,4,35,86,Brian Rivas,Sand,N/A,Plantaginaceae,Plantago ovata,Yes,Keep,Plantago,ovata,"35° 14' 8.776""","-115° 47' 56.177""",,,,Desert Plantain,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-3D",609286.20 m E,3899843.50 m N,4,37,87,Brian Rivas,Live Plant,N/A,Asteraceae,Baccharis salicina,Yes,Keep,Baccharis,salicina,"35° 14' 8.545""","-115° 47' 56.184""",,,,Mulefat,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-3D",609286.20 m E,3899843.50 m N,4,37,87,Brian Rivas,Live Plant,N/A,Cactaceae,Cylindropuntia acanthocarpa,Yes,Keep,Cylindropuntia,acanthocarpa,"35° 14' 8.545""","-115° 47' 56.184""",,,,Buckhorn Cholla,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-3D",609286.20 m E,3899843.50 m N,4,37,87,Brian Rivas,Live Plant,N/A,Asteraceae,Stylocline micropoides,Yes,Keep,Stylocline,micropoides,"35° 14' 8.545""","-115° 47' 56.184""",,,,Desert Nest Straw,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-3E",609292.81 m E,3899846.02 m N,4,40,"MJV8-16-BIO-VT-6,2-4E",SMcClure,Cobble,N/A,Boraginaceae,Cryptantha angustifolia,Yes,Keep,Cryptantha,angustifolia,"35° 14' 8.624""","-115° 47' 55.921""",,,,Forget me not,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-3E",609292.81 m E,3899846.02 m N,4,40,"MJV8-16-BIO-VT-6,2-4E",SMcClure,Cobble,N/A,Geraniaceae,Erodium cicutarium,Yes,Keep,Erodium,cicutarium,"35° 14' 8.624""","-115° 47' 55.921""",,,,Pinweed,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-3E",609292.81 m E,3899846.02 m N,4,40,"MJV8-16-BIO-VT-6,2-4E",SMcClure,Cobble,N/A,Brassicaceae,Lepidium densiflorum,Yes,Keep,Lepidium,densiflorum,"35° 14' 8.624""","-115° 47' 55.921""",,,,Common Pepperweeed,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-3E_2",609296.14 m E,3899841.62 m N,4,41,"MJV8-16-BIO-VT-6,2-3E_2",SMcClure,Live Plant,N/A,Boraginaceae,Cryptantha angustifolia,Yes,Keep,Cryptantha,angustifolia,"35° 14' 8.480""","-115° 47' 55.792""",,,,Forget me not,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-3E_2",609296.14 m E,3899841.62 m N,4,41,"MJV8-16-BIO-VT-6,2-3E_2",SMcClure,Live Plant,N/A,Solanaceae,Lycium andersonii,Yes,Keep,Lycium,andersonii,"35° 14' 8.480""","-115° 47' 55.792""",,,,Thorn Bush,,Rivas/S.Gregory,Y,,SM
"MJV8-16-BIO-VT-6,2-3E_2",609296.14 m E,3899841.62 m N,4,41,"MJV8-16-BIO-VT-6,2-3E_2",SMcClure,Live Plant,N/A,Asteraceae,Stylocline micropoides,Yes,Keep,Stylocline,micropoides,"35° 14' 8.480""","-115° 47' 55.792""",,,,Desert Nest Straw,,Rivas/S.Gregory,Y,,SM
